Event_ID,Product_ID,Submission_ID,Lifecycle_Stage,Stage_Order,Stage_Start_Date,Stage_End_Date,Stage_Duration_Days,Event_Status
936977,111349,506163,Approval,5,2024-04-29,2024-05-11,12.7,In Progress
936978,111349,506163,Post-Market Monitoring,6,2024-05-12,2024-07-08,57.4,In Progress
936979,107624,506164,Development,1,2023-02-26,2023-06-04,98.0,Completed
936980,107624,506164,Submission Preparation,2,2023-06-04,2023-08-05,62.0,Completed
936981,107624,506164,Regulatory Submission,3,2023-08-05,2023-08-11,6.4,Completed
936982,107624,506164,Regulatory Review,4,2023-08-11,2023-10-03,53.6,Completed
936983,107624,506164,Approval,5,2023-10-04,2023-10-13,9.3,In Progress
936984,107624,506164,Post-Market Monitoring,6,2023-10-13,2023-12-29,77.7,In Progress
936985,112408,506165,Development,1,2022-12-21,2023-03-18,87.2,Completed
936986,112408,506165,Submission Preparation,2,2023-03-18,2023-05-12,55.1,Completed
936987,112408,506165,Regulatory Submission,3,2023-05-12,2023-05-17,5.4,Completed
936988,112408,506165,Regulatory Review,4,2023-05-17,2023-08-17,92.1,Completed
936989,112408,506165,Approval,5,2023-08-17,2023-09-02,16.7,Completed
936990,112408,506165,Post-Market Monitoring,6,2023-09-03,2023-12-03,91.4,Completed
936991,113945,506166,Development,1,2023-10-14,2024-01-28,106.4,Completed
936992,113945,506166,Submission Preparation,2,2024-01-28,2024-03-05,37.3,Completed
936993,113945,506166,Regulatory Submission,3,2024-03-05,2024-03-20,15.9,Completed
936994,113945,506166,Regulatory Review,4,2024-03-21,2024-06-02,73.9,Completed
936995,113945,506166,Approval,5,2024-06-03,2024-06-25,22.9,In Progress
936996,113945,506166,Post-Market Monitoring,6,2024-06-26,2024-09-18,84.0,In Progress
936997,100395,506167,Development,1,2024-04-03,2024-06-30,88.1,Completed
936998,100395,506167,Submission Preparation,2,2024-06-30,2024-08-30,61.4,Completed
936999,100395,506167,Regulatory Submission,3,2024-08-30,2024-09-15,16.0,Completed
937000,100395,506167,Regulatory Review,4,2024-09-15,2024-11-15,61.2,Completed
937001,100395,506167,Approval,5,2024-11-15,2024-11-30,15.9,In Progress
937002,100395,506167,Post-Market Monitoring,6,2024-12-01,2025-02-11,72.5,In Progress
937003,106564,506168,Development,1,2023-09-16,2024-01-22,128.0,Completed
937004,106564,506168,Submission Preparation,2,2024-01-22,2024-03-23,61.1,Completed
937005,106564,506168,Regulatory Submission,3,2024-03-23,2024-03-31,8.5,Completed
937006,106564,506168,Regulatory Review,4,2024-03-31,2024-06-12,73.8,Completed
937007,106564,506168,Approval,5,2024-06-13,2024-07-01,18.6,Completed
937008,106564,506168,Post-Market Monitoring,6,2024-07-02,2024-10-20,110.0,Completed
937009,104687,506169,Development,1,2023-05-07,2023-08-31,116.0,Completed
937010,104687,506169,Submission Preparation,2,2023-08-31,2023-10-06,36.9,Completed
937011,104687,506169,Regulatory Submission,3,2023-10-06,2023-10-15,9.4,Completed
937012,104687,506169,Regulatory Review,4,2023-10-16,2024-01-04,80.1,Completed
937013,104687,506169,Approval,5,2024-01-04,2024-01-09,5.7,Completed
937014,104687,506169,Post-Market Monitoring,6,2024-01-10,2024-04-01,82.8,Completed
937015,107828,506170,Development,1,2022-07-08,2022-11-14,129.2,Completed
937016,107828,506170,Submission Preparation,2,2022-11-14,2022-12-02,18.6,Completed
937017,107828,506170,Regulatory Submission,3,2022-12-02,2022-12-17,15.7,Completed
937018,107828,506170,Regulatory Review,4,2022-12-18,2023-02-21,65.6,Completed
937019,107828,506170,Approval,5,2023-02-22,2023-03-13,19.1,In Progress
937020,107828,506170,Post-Market Monitoring,6,2023-03-13,2023-07-06,115.2,In Progress
937021,110492,506171,Development,1,2023-01-22,2023-04-30,98.3,Completed
937022,110492,506171,Submission Preparation,2,2023-04-30,2023-06-11,42.1,Completed
937023,110492,506171,Regulatory Submission,3,2023-06-11,2023-06-30,19.9,Completed
937024,110492,506171,Regulatory Review,4,2023-07-01,2023-08-30,60.8,Completed
937025,110492,506171,Approval,5,2023-08-31,2023-09-08,8.9,In Progress
937026,110492,506171,Post-Market Monitoring,6,2023-09-09,2023-11-30,82.7,In Progress
937027,112130,506172,Development,1,2023-09-20,2024-01-11,113.5,Completed
937028,112130,506172,Submission Preparation,2,2024-01-11,2024-02-29,49.3,Completed
937029,112130,506172,Regulatory Submission,3,2024-02-29,2024-03-06,6.7,Completed
937030,112130,506172,Regulatory Review,4,2024-03-07,2024-06-13,98.5,Completed
937031,112130,506172,Approval,5,2024-06-14,2024-07-02,18.1,Completed
937032,112130,506172,Post-Market Monitoring,6,2024-07-02,2024-09-03,63.8,Completed
937033,107293,506173,Development,1,2023-11-09,2024-02-07,90.1,Completed
937034,107293,506173,Submission Preparation,2,2024-02-07,2024-03-17,39.9,Completed
937035,107293,506173,Regulatory Submission,3,2024-03-18,2024-03-29,11.9,Completed
937036,107293,506173,Regulatory Review,4,2024-03-29,2024-06-06,69.3,Completed
937037,107293,506173,Approval,5,2024-06-07,2024-06-20,13.5,Completed
937038,107293,506173,Post-Market Monitoring,6,2024-06-20,2024-10-26,128.3,Completed
937039,108176,506174,Development,1,2024-03-22,2024-08-21,152.7,Completed
937040,108176,506174,Submission Preparation,2,2024-08-21,2024-10-19,59.2,Completed
937041,108176,506174,Regulatory Submission,3,2024-10-19,2024-10-27,8.8,Completed
937042,108176,506174,Regulatory Review,4,2024-10-28,2024-12-15,48.5,Completed
937043,108176,506174,Approval,5,2024-12-16,2025-01-06,21.5,In Progress
937044,108176,506174,Post-Market Monitoring,6,2025-01-06,2025-04-03,87.1,In Progress
937045,100533,506175,Development,1,2023-05-15,2023-09-20,128.5,Completed
937046,100533,506175,Submission Preparation,2,2023-09-20,2023-11-22,63.3,Completed
937047,100533,506175,Regulatory Submission,3,2023-11-22,2023-12-06,14.0,Completed
937048,100533,506175,Regulatory Review,4,2023-12-06,2024-01-28,53.3,Completed
937049,100533,506175,Approval,5,2024-01-29,2024-02-01,3.8,In Progress
937050,100533,506175,Post-Market Monitoring,6,2024-02-01,2024-04-05,64.7,In Progress
937051,100818,506176,Development,1,2022-09-22,2023-03-28,187.4,Completed
937052,100818,506176,Submission Preparation,2,2023-03-28,2023-05-04,37.3,Completed
937053,100818,506176,Regulatory Submission,3,2023-05-04,2023-05-14,10.2,Completed
937054,100818,506176,Regulatory Review,4,2023-05-14,2023-08-02,80.6,Completed
937055,100818,506176,Approval,5,2023-08-03,2023-08-17,14.4,Completed
937056,100818,506176,Post-Market Monitoring,6,2023-08-17,2023-11-21,96.2,Completed
937057,105435,506177,Development,1,2022-05-28,2022-09-26,121.6,Completed
937058,105435,506177,Submission Preparation,2,2022-09-26,2022-11-12,47.9,Completed
937059,105435,506177,Regulatory Submission,3,2022-11-13,2022-11-27,14.0,Completed
937060,105435,506177,Regulatory Review,4,2022-11-27,2023-01-16,50.9,Completed
937061,105435,506177,Approval,5,2023-01-17,2023-02-02,16.4,Completed
937062,105435,506177,Post-Market Monitoring,6,2023-02-02,2023-04-25,82.1,Completed
937063,105642,506178,Development,1,2024-04-09,2024-08-19,132.1,Completed
937064,105642,506178,Submission Preparation,2,2024-08-19,2024-10-04,46.6,Completed
937065,105642,506178,Regulatory Submission,3,2024-10-04,2024-10-12,8.6,Completed
937066,105642,506178,Regulatory Review,4,2024-10-13,2025-01-16,95.7,Completed
937067,105642,506178,Approval,5,2025-01-17,2025-01-24,7.6,Completed
937068,105642,506178,Post-Market Monitoring,6,2025-01-24,2025-05-25,121.8,Completed
937069,106692,506179,Development,1,2024-06-12,2024-10-26,136.8,Completed
937070,106692,506179,Submission Preparation,2,2024-10-26,2024-12-13,48.2,Completed
937071,106692,506179,Regulatory Submission,3,2024-12-14,2024-12-27,13.9,Completed
937072,106692,506179,Regulatory Review,4,2024-12-27,2025-03-11,74.4,Completed
937073,106692,506179,Approval,5,2025-03-12,2025-03-29,17.4,In Progress
937074,106692,506179,Post-Market Monitoring,6,2025-03-29,2025-06-10,73.3,In Progress
937075,100334,506180,Development,1,2023-11-07,2024-03-08,122.7,Completed
937076,100334,506180,Submission Preparation,2,2024-03-08,2024-04-07,30.2,Completed
937077,100334,506180,Regulatory Submission,3,2024-04-07,2024-04-11,4.8,Completed
937078,100334,506180,Regulatory Review,4,2024-04-12,2024-06-27,76.2,Completed
937079,100334,506180,Approval,5,2024-06-27,2024-07-16,19.0,Completed
937080,100334,506180,Post-Market Monitoring,6,2024-07-16,2024-11-08,115.3,Completed
937081,103636,506181,Development,1,2024-02-10,2024-05-01,81.6,Completed
937082,103636,506181,Submission Preparation,2,2024-05-01,2024-05-31,30.1,Completed
937083,103636,506181,Regulatory Submission,3,2024-05-31,2024-06-09,9.8,Completed
937084,103636,506181,Regulatory Review,4,2024-06-10,2024-08-06,57.1,Completed
937085,103636,506181,Approval,5,2024-08-06,2024-08-19,13.9,Completed
937086,103636,506181,Post-Market Monitoring,6,2024-08-20,2024-11-13,85.1,Completed
937087,113795,506182,Development,1,2023-09-07,2024-02-17,163.2,Completed
937088,113795,506182,Submission Preparation,2,2024-02-17,2024-04-03,46.9,Completed
937089,113795,506182,Regulatory Submission,3,2024-04-04,2024-04-14,10.5,Completed
937090,113795,506182,Regulatory Review,4,2024-04-14,2024-07-22,99.2,Completed
937091,113795,506182,Approval,5,2024-07-22,2024-08-07,16.3,In Progress
937092,113795,506182,Post-Market Monitoring,6,2024-08-08,2024-10-22,75.2,In Progress
937093,100652,506183,Development,1,2024-03-22,2024-07-04,104.9,Completed
937094,100652,506183,Submission Preparation,2,2024-07-04,2024-08-01,28.4,Completed
937095,100652,506183,Regulatory Submission,3,2024-08-02,2024-08-22,20.5,Completed
937096,100652,506183,Regulatory Review,4,2024-08-22,2024-11-14,84.5,Completed
937097,100652,506183,Approval,5,2024-11-15,2024-12-09,24.9,Completed
937098,100652,506183,Post-Market Monitoring,6,2024-12-10,2025-02-13,65.6,Completed
937099,114697,506184,Development,1,2023-12-23,2024-04-10,109.4,Completed
937100,114697,506184,Submission Preparation,2,2024-04-10,2024-05-28,48.4,Completed
937101,114697,506184,Regulatory Submission,3,2024-05-28,2024-06-10,13.4,Completed
937102,114697,506184,Regulatory Review,4,2024-06-11,2024-09-11,92.1,Completed
937103,114697,506184,Approval,5,2024-09-11,2024-09-27,16.7,In Progress
937104,114697,506184,Post-Market Monitoring,6,2024-09-28,2024-12-25,88.5,In Progress
937105,110663,506185,Development,1,2024-12-26,2025-03-20,84.1,Completed
937106,110663,506185,Submission Preparation,2,2025-03-20,2025-04-23,34.6,Completed
937107,110663,506185,Regulatory Submission,3,2025-04-23,2025-05-01,8.1,Completed
937108,110663,506185,Regulatory Review,4,2025-05-01,2025-07-30,90.3,Completed
937109,110663,506185,Approval,5,2025-07-31,2025-08-05,5.8,Completed
937110,110663,506185,Post-Market Monitoring,6,2025-08-05,2025-10-29,85.0,Completed
937111,103353,506186,Development,1,2024-02-06,2024-07-12,157.6,Completed
937112,103353,506186,Submission Preparation,2,2024-07-12,2024-08-11,30.9,Completed
937113,103353,506186,Regulatory Submission,3,2024-08-12,2024-08-22,10.7,Completed
937114,103353,506186,Regulatory Review,4,2024-08-23,2024-11-10,79.7,Completed
937115,103353,506186,Approval,5,2024-11-10,2024-11-28,18.5,Completed
937116,103353,506186,Post-Market Monitoring,6,2024-11-29,2025-04-03,125.4,Completed
937117,112103,506187,Development,1,2024-02-11,2024-07-16,156.5,Completed
937118,112103,506187,Submission Preparation,2,2024-07-16,2024-08-24,39.5,Completed
937119,112103,506187,Regulatory Submission,3,2024-08-25,2024-09-08,14.0,Completed
937120,112103,506187,Regulatory Review,4,2024-09-08,2024-10-13,35.7,Completed
937121,112103,506187,Approval,5,2024-10-13,2024-11-07,25.5,Completed
937122,112103,506187,Post-Market Monitoring,6,2024-11-08,2025-01-06,59.0,Completed
937123,108172,506188,Development,1,2024-03-03,2024-06-18,107.5,Completed
937124,108172,506188,Submission Preparation,2,2024-06-18,2024-08-01,44.2,Completed
937125,108172,506188,Regulatory Submission,3,2024-08-01,2024-08-13,12.1,Completed
937126,108172,506188,Regulatory Review,4,2024-08-13,2024-11-25,104.9,Completed
937127,108172,506188,Approval,5,2024-11-26,2024-12-16,20.6,In Progress
937128,108172,506188,Post-Market Monitoring,6,2024-12-17,2025-04-01,105.5,In Progress
937129,107672,506189,Development,1,2022-06-10,2022-10-12,124.9,Completed
937130,107672,506189,Submission Preparation,2,2022-10-12,2022-11-27,46.6,Completed
937131,107672,506189,Regulatory Submission,3,2022-11-28,2022-12-05,7.4,Completed
937132,107672,506189,Regulatory Review,4,2022-12-05,2023-02-16,73.8,Completed
937133,107672,506189,Approval,5,2023-02-17,2023-03-12,23.9,Completed
937134,107672,506189,Post-Market Monitoring,6,2023-03-13,2023-07-26,135.7,Completed
937135,101143,506190,Development,1,2023-01-08,2023-06-28,171.8,Completed
937136,101143,506190,Submission Preparation,2,2023-06-28,2023-08-09,42.7,Completed
937137,101143,506190,Regulatory Submission,3,2023-08-10,2023-08-20,10.4,Completed
937138,101143,506190,Regulatory Review,4,2023-08-20,2023-11-20,92.8,Completed
937139,101143,506190,Approval,5,2023-11-21,2023-12-11,20.5,Completed
937140,101143,506190,Post-Market Monitoring,6,2023-12-12,2024-04-03,113.2,Completed
937141,109010,506191,Development,1,2023-12-10,2024-03-13,94.2,Completed
937142,109010,506191,Submission Preparation,2,2024-03-13,2024-04-23,41.3,Completed
937143,109010,506191,Regulatory Submission,3,2024-04-23,2024-04-28,5.8,Completed
937144,109010,506191,Regulatory Review,4,2024-04-29,2024-07-26,88.2,Completed
937145,109010,506191,Approval,5,2024-07-26,2024-08-14,19.8,In Progress
937146,109010,506191,Post-Market Monitoring,6,2024-08-15,2024-10-11,57.6,In Progress
937147,103316,506192,Development,1,2024-03-26,2024-07-01,97.4,Completed
937148,103316,506192,Submission Preparation,2,2024-07-01,2024-07-18,17.3,Completed
937149,103316,506192,Regulatory Submission,3,2024-07-18,2024-07-27,9.3,Completed
937150,103316,506192,Regulatory Review,4,2024-07-28,2024-10-28,92.6,Completed
937151,103316,506192,Approval,5,2024-10-28,2024-11-14,17.5,Completed
937152,103316,506192,Post-Market Monitoring,6,2024-11-15,2025-04-16,152.3,Completed
937153,104933,506193,Development,1,2023-12-08,2024-03-17,100.5,Completed
937154,104933,506193,Submission Preparation,2,2024-03-17,2024-05-04,48.3,Completed
937155,104933,506193,Regulatory Submission,3,2024-05-04,2024-05-16,12.3,Completed
937156,104933,506193,Regulatory Review,4,2024-05-17,2024-06-24,38.4,Completed
937157,104933,506193,Approval,5,2024-06-24,2024-07-15,21.5,Completed
937158,104933,506193,Post-Market Monitoring,6,2024-07-16,2024-10-21,97.2,Completed
937159,101315,506194,Development,1,2023-07-21,2023-12-14,146.4,Completed
937160,101315,506194,Submission Preparation,2,2023-12-14,2024-02-02,50.1,Completed
937161,101315,506194,Regulatory Submission,3,2024-02-02,2024-02-16,14.5,Completed
937162,101315,506194,Regulatory Review,4,2024-02-17,2024-06-11,115.5,Completed
937163,101315,506194,Approval,5,2024-06-11,2024-06-17,6.5,Completed
937164,101315,506194,Post-Market Monitoring,6,2024-06-18,2024-09-16,90.7,Completed
937165,111484,506195,Development,1,2022-06-20,2022-12-13,176.7,Completed
937166,111484,506195,Submission Preparation,2,2022-12-13,2023-01-27,45.2,Completed
937167,111484,506195,Regulatory Submission,3,2023-01-27,2023-02-11,15.1,Completed
937168,111484,506195,Regulatory Review,4,2023-02-11,2023-04-14,62.9,Completed
937169,111484,506195,Approval,5,2023-04-15,2023-05-03,18.8,Completed
937170,111484,506195,Post-Market Monitoring,6,2023-05-04,2023-07-25,82.5,Completed
937171,100060,506196,Development,1,2023-06-09,2023-10-22,135.2,Completed
937172,100060,506196,Submission Preparation,2,2023-10-22,2023-11-26,35.3,Completed
937173,100060,506196,Regulatory Submission,3,2023-11-26,2023-12-09,13.4,Completed
937174,100060,506196,Regulatory Review,4,2023-12-09,2024-01-31,53.7,Completed
937175,100060,506196,Approval,5,2024-02-01,2024-02-16,15.8,In Progress
937176,100060,506196,Post-Market Monitoring,6,2024-02-17,2024-05-24,97.4,In Progress
937177,109157,506197,Development,1,2023-11-22,2024-03-22,121.9,Completed
937178,109157,506197,Submission Preparation,2,2024-03-22,2024-05-16,55.3,Completed
937179,109157,506197,Regulatory Submission,3,2024-05-17,2024-05-28,11.8,Completed
937180,109157,506197,Regulatory Review,4,2024-05-29,2024-08-30,93.7,Completed
937181,109157,506197,Approval,5,2024-08-30,2024-09-18,19.4,In Progress
937182,109157,506197,Post-Market Monitoring,6,2024-09-19,2024-10-24,35.5,In Progress
937183,109799,506198,Development,1,2024-07-02,2024-10-19,109.1,Completed
937184,109799,506198,Submission Preparation,2,2024-10-19,2024-12-01,43.7,Completed
937185,109799,506198,Regulatory Submission,3,2024-12-01,2024-12-09,8.2,Completed
937186,109799,506198,Regulatory Review,4,2024-12-10,2025-04-09,120.0,Completed
937187,109799,506198,Approval,5,2025-04-09,2025-04-27,18.4,Completed
937188,109799,506198,Post-Market Monitoring,6,2025-04-27,2025-07-29,93.8,Completed
937189,107097,506199,Development,1,2023-11-03,2024-03-06,124.2,Completed
937190,107097,506199,Submission Preparation,2,2024-03-06,2024-04-21,46.5,Completed
937191,107097,506199,Regulatory Submission,3,2024-04-21,2024-05-02,11.4,Completed
937192,107097,506199,Regulatory Review,4,2024-05-03,2024-06-05,33.6,Completed
937193,107097,506199,Approval,5,2024-06-05,2024-06-27,22.1,Completed
937194,107097,506199,Post-Market Monitoring,6,2024-06-27,2024-10-23,118.8,Completed
937195,106545,506200,Development,1,2023-07-18,2023-10-12,86.3,Completed
937196,106545,506200,Submission Preparation,2,2023-10-12,2023-11-16,35.1,Completed
937197,106545,506200,Regulatory Submission,3,2023-11-16,2023-11-21,5.8,Completed
937198,106545,506200,Regulatory Review,4,2023-11-22,2024-02-24,94.3,Completed
937199,106545,506200,Approval,5,2024-02-24,2024-03-15,20.0,In Progress
937200,106545,506200,Post-Market Monitoring,6,2024-03-15,2024-06-02,79.7,In Progress
937201,105260,506201,Development,1,2024-09-24,2025-01-16,114.5,Completed
937202,105260,506201,Submission Preparation,2,2025-01-16,2025-03-04,47.2,Completed
937203,105260,506201,Regulatory Submission,3,2025-03-04,2025-03-13,9.7,Completed
937204,105260,506201,Regulatory Review,4,2025-03-14,2025-04-25,42.7,Completed
937205,105260,506201,Approval,5,2025-04-26,2025-05-08,12.5,Completed
937206,105260,506201,Post-Market Monitoring,6,2025-05-08,2025-06-30,53.7,Completed
